game_id,game_name,description,occasion,genre,game_type,age_group,items_needed,difficulty,duration_minutes,min_players,max_players,setup_time_minutes,cleanup_time_minutes,energy_level,venue_type,cultural_origin,rules,variations,safety_considerations,tags_keywords,cost_estimation,facilitator_required,venue_suitability,popularity_rating,customization_options,rental_availability,source_reference,feedback_summary,last_updated,dressing_style,most_popular_area
G317,"Team Storytelling","A game where teams create and share short stories related to work experiences, fostering creativity and empathy among colleagues.","Office","Storytelling","Team","Adults (18-65)","Story cards, timer","Medium",25,2,20,10,4,"Low","Indoor","Pan India","Teams develop short stories; judged on creativity and relatability.","Can be themed (funny, inspirational).","Ensure a supportive environment.","storytelling, creative, motivational",0,"No","Conference room",4.7,"Theme customizable","No","Corporate Culture","Encourages empathy and creativity.",2025-04-06,"Business Casual","Bengaluru"
G318,"Productivity Pictionary","A game where teams draw and guess work-related terms or concepts, boosting creative thinking and communication.","Office","Creative","Team","Adults (18-65)","Whiteboard, markers, timer","Easy",20,3,15,5,3,"Moderate","Indoor","Pan India","One team member draws a work-related term; others guess within a time limit.","Rounds can be themed monthly.","Ensure whiteboard markers are safe and boards clean.","creative, fun, communication",0,"No","Meeting room",4.7,"Drawing themes customizable","No","Corporate Culture","Promotes creative communication.",2025-04-06,"Business Casual","Delhi"
G319,"Desk Chair Spin","A fun game where employees spin in their desk chairs and perform a quick challenge or answer a trivia question upon stopping.","Office","Fun","Individual","Adults (18-65)","Desk chair, timer","Easy",10,1,10,3,2,"High","Indoor","Pan India","Employees spin in a chair and answer a challenge or trivia once stopped; points for speed and accuracy.","Variations include group challenges.","Ensure chairs are safe and wheels work properly.","fun, physical, interactive",0,"No","Office cubicles",4.5,"Challenge customizable","No","Internal HR","Lighthearted and energizing.",2025-04-06,"Business Casual","Bengaluru"
G320,"Innovation Idea Pitch","A creative contest where employees pitch new ideas for improving the workplace, with a panel of judges and prizes for winners.","Office","Innovation","Individual","Adults (18-65)","Idea submission forms, timer, projector","Hard",30,1,10,10,5,"Moderate","Indoor","Pan India","Employees present innovative ideas; judged on feasibility and impact.","Can be conducted quarterly.","Ensure fair judging and respectful feedback.","innovative, creative, competitive",0,"Yes","Conference room",4.8,"Pitch format customizable","No","Corporate Innovation","Encourages creativity and proactive thinking.",2025-04-06,"Business Casual","Delhi"
G321,"Speed Networking","A structured networking game where employees have timed one-on-one conversations to learn about each other's roles and interests.","Office","Networking","Individual","Adults (18-65)","Timer, conversation cards","Easy",15,2,30,5,2,"Low","Indoor","Pan India","Participants rotate every few minutes, sharing fun facts; fosters new connections.","Digital rotation systems can be used.","Ensure timing and privacy are maintained.","networking, fun, interactive",0,"No","Office common area",4.7,"Conversation topics customizable","No","Corporate Culture","Improves internal communication.",2025-04-06,"Business Casual","Mumbai"
G322,"Team Building Charades","A classic charades game with a twist: all prompts are related to office life and company culture.","Office","Fun","Team","Adults (18-65)","Charade cards","Easy",20,3,20,5,3,"High","Indoor","Pan India","Teams act out office-related terms; others guess within time limits.","Prompts can be updated regularly.","Ensure a spacious area for acting.","charades, fun, interactive",0,"No","Meeting room",4.6,"Card set customizable","No","Corporate Culture","Boosts team bonding and laughter.",2025-04-06,"Business Casual","Bengaluru"
G323,"Collaboration Crossword","A crossword puzzle created with clues about company values and team achievements to promote collaboration and learning.","Office","Puzzle","Team","Adults (18-65)","Crossword puzzle sheets, pens","Medium",25,2,20,10,4,"Low","Indoor","Pan India","Teams solve a custom crossword based on company culture; fastest completion wins.","Digital versions available.","Ensure pencils and sheets are safe.","puzzle, educational, fun",0,"No","Office break room",4.7,"Puzzle clues customizable","No","Corporate Culture","Encourages collective knowledge.",2025-04-06,"Business Casual","Delhi"
G324,"Break Room Cook-Off","A fun cooking challenge in the office kitchen where teams prepare quick, healthy snacks using limited ingredients.","Office","Culinary","Team","Adults (18-65)","Basic cooking supplies, ingredients","Hard",30,2,10,15,5,"High","Indoor","Pan India","Teams bake treats within a time limit; judged on taste and creativity.","Themes can be seasonal.","Ensure food safety and proper kitchen hygiene.","culinary, creative, competitive",0,"Yes","Office kitchen",4.6,"Recipe customizable","No","Corporate Events","Promotes teamwork and healthy eating.",2025-04-06,"Smart Casual","Bengaluru"
G325,"Office Mini Golf","A mini golf setup using office supplies that employees play during breaks for fun and relaxation.","Office","Sports","Individual/Team","Adults (18-65)","Mini golf kit, office supplies","Medium",20,1,8,10,3,"High","Indoor","Pan India","Set up a mini golf course in the office; players complete holes in fewest strokes.","Course layout can be changed frequently.","Ensure office items are safely secured.","fun, sporty, creative",0,"No","Office lobby",4.5,"Course layout customizable","No","Internal HR","A quirky way to relax.",2025-04-06,"Smart Casual","Mumbai"
G326,"Cubicle Decorating Contest","Employees compete to decorate their cubicles creatively around a theme. Increases engagement and personal expression.","Office","Creative","Individual/Team","Adults (18-65)","Decorative supplies, theme guidelines","Medium",30,1,50,10,5,"Low","Indoor","Pan India","Cubicles are judged on creativity and adherence to the theme; winners get prizes.","Themes change monthly.","Ensure decorations are safe and office-friendly.","creative, decorative, fun",0,"Yes","Office cubicles",4.7,"Theme adjustable","No","Internal HR","Boosts morale and personalization.",2025-04-06,"Business Casual","Delhi"
G327,"Mind Mapping Marathon","A creative session where teams create large mind maps on whiteboards to generate ideas for projects and innovation.","Office","Innovation","Team","Adults (18-65)","Whiteboards, markers, sticky notes","Hard",30,2,20,10,4,"Moderate","Indoor","Pan India","Teams create mind maps on project ideas; evaluated on creativity and clarity.","Digital and physical versions available.","Ensure whiteboard markers and space are adequate.","innovative, collaborative, creative",0,"Yes","Conference room",4.8,"Mind map customizable","No","Corporate Innovation","Encourages strategic thinking.",2025-04-06,"Business Casual","Bengaluru"
G328,"Role Reversal Day","A fun game where employees swap roles for a short period to understand each other's challenges, fostering empathy and teamwork.","Office","Motivational","Group","Adults (18-65)","Role cards, schedule adjustments","Medium",60,5,50,15,5,"Moderate","Indoor","Pan India","Employees swap roles for a day; reflect on experiences at end of day.","Can include fun awards for best role reversal.","Ensure critical tasks are covered.","motivational, empathetic, interactive",0,"Yes","Office workspace",4.9,"Role swap guidelines customizable","No","Corporate Culture","Boosts empathy and understanding.",2025-04-06,"Business Casual","Mumbai"
G329,"Office Jeopardy","A quiz game modeled after Jeopardy, featuring categories related to company history, industry trends, and fun facts about colleagues.","Office","Trivia","Team","Adults (18-65)","Jeopardy board, buzzer, question cards","Hard",30,3,20,10,5,"High","Indoor","Pan India","Teams choose categories and answer questions to earn points; highest score wins.","Rounds can have bonus points.","Ensure questions are balanced and fun.","trivia, competitive, fun",0,"Yes","Conference room",4.8,"Question board customizable","No","Corporate Culture","Encourages fun learning.",2025-04-06,"Business Casual","Mumbai"
G330,"Project Pitch Party","A light-hearted contest where teams pitch innovative project ideas in a fun, theatrical manner, fostering creative thinking.","Office","Innovation","Team","Adults (18-65)","Idea cards, timer, projector","Hard",30,2,15,10,5,"Moderate","Indoor","Pan India","Teams present creative project pitches; winners are chosen by peer voting.","Can include themes like 'sustainability' or 'efficiency'.","Ensure fair presentation time.","innovative, creative, fun",0,"Yes","Meeting room",4.8,"Pitch format customizable","No","Corporate Innovation","Boosts creative collaboration.",2025-04-06,"Business Casual","Bengaluru"
G331,"The Great Office Bake-Off","A friendly baking contest in the office kitchen where teams create quick, delicious treats with limited ingredients.","Office","Culinary","Team","Adults (18-65)","Baking supplies, ingredients, timer","Hard",45,2,10,15,5,"Moderate","Indoor","Pan India","Teams bake treats; judged on taste, presentation, and creativity.","Themes can be seasonal.","Ensure food safety and proper kitchen hygiene.","culinary, competitive, fun",0,"Yes","Office kitchen",4.7,"Recipe guidelines customizable","No","Corporate Events","Encourages teamwork and creativity.",2025-04-06,"Smart Casual","Delhi"
G332,"Team Lip Sync Battle","Teams perform lip sync renditions of popular songs with costumes and choreography to foster fun and team bonding.","Office","Entertainment","Team","Adults (18-65)","Costumes, sound system, song list","Medium",25,2,20,10,5,"High","Indoor","Pan India","Teams perform lip sync acts; judged on performance and creativity.","Can include themed rounds.","Ensure a safe performance area.","musical, fun, competitive",0,"Yes","Banquet hall",4.8,"Performance theme customizable","No","Corporate Entertainment","Great for boosting morale.",2025-04-06,"Smart Casual","Mumbai"
G333,"Brain Teaser Tournament","A series of brain teaser challenges where individuals or teams solve puzzles under time pressure to win points.","Office","Puzzle","Team","Adults (18-65)","Puzzle cards, timer, whiteboard","Hard",30,2,15,10,4,"High","Indoor","Pan India","Participants solve various puzzles; points are tallied for correct answers.","Rounds can be individual or team-based.","Ensure puzzles are well-designed and clear.","puzzle, competitive, fun",0,"Yes","Meeting room",4.7,"Puzzle difficulty adjustable","No","Team Building","Stimulates creative problem solving.",2025-04-06,"Business Casual","Bengaluru"
G334,"Office Scavenger Hunt 2.0","A revamped scavenger hunt with digital integration where teams use an app to find hidden office items and answer clues.","Office","Fun","Team","Adults (18-65)","Smartphones, app, clue cards","Medium",20,3,30,5,3,"High","Indoor/Outdoor","Pan India","Teams use an app to scan for hidden items; fastest overall wins.","Can include photo challenges.","Ensure app is user-friendly and areas are safe.","scavenger, digital, fun",0,"Yes","Office building",4.8,"App interface customizable","No","Corporate Culture","Modern twist on a classic game.",2025-04-06,"Smart Casual","Mumbai"
